user_genome	reference_genome	skani_ani	skani_af	reference_taxonomy	other_related_references(genome_id,species_name,radius,ANI,AF)
UHM38.35753_R.bin.25	GCF_000382425.1	97.01	0.7970999999999999	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Empedobacter;s__Empedobacter brevis	GCF_020991455.1, s__Flavobacterium sp020991455, 95.0, 87.75, 0.416; GCF_004339525.1, s__Flavobacterium sp004339525, 95.0, 91.3, 0.556; GCA_002360925.1, s__Flavobacterium sp002360925, 95.0, 96.78, 0.887; GCA_951805225.1, s__Flavobacterium sp951805225, 95.0, 92.89, 0.633; GCF_900187965.1, s__Flavobacterium sp900187965, 95.0, 87.97, 0.411; GCF_002754195.1, s__Flavobacterium sp002754195, 95.0, 92.99, 0.619; GCF_006438875.1, s__Flavobacterium pectinovorum_A, 95.0, 87.76, 0.399
UHM38.35753_R.bin.26	GCF_001655005.1	95.32	0.8525	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__Hafnia paralvei	GCF_000735375.1, s__Hafnia alvei, 95.0, 84.13, 0.382; GCF_001586165.1, s__Hafnia protea, 95.0, 84.04, 0.394
UHM38.35753_R.bin.28	GCF_002075345.1	98.86	0.9215000000000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter braakii	GCF_003818115.1, s__Citrobacter youngae, 95.0, 91.57, 0.815; GCF_000759755.1, s__Citrobacter werkmanii, 95.0, 91.7, 0.831; GCA_020099315.1, s__Citrobacter europaeus, 95.0, 93.73, 0.662; GCF_002042885.1, s__Citrobacter portucalensis, 95.0, 92.92, 0.844; GCF_004353845.1, s__Citrobacter arsenatis, 95.0, 93.64, 0.861; GCF_011064845.1, s__Citrobacter freundii, 95.0, 93.02, 0.815; GCF_008373795.1, s__Citrobacter pasteurii, 95.0, 91.44, 0.805; GCF_024023655.1, s__Citrobacter meridianamericanus, 95.0, 92.72, 0.85
UHM38.35753_R.bin.29	GCF_003231305.1	98.46	0.8923000000000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sichuanensis	GCF_003105155.1, s__Pseudomonas_E sp003105155, 95.0, 83.6, 0.361; GCF_003205205.1, s__Pseudomonas_E sp003205205, 95.0, 85.48, 0.431; GCF_003627215.1, s__Pseudomonas_E sp001422615, 95.0, 85.81, 0.436; GCF_011752565.1, s__Pseudomonas_E sp011752565, 95.0, 86.97, 0.474; GCF_000397205.1, s__Pseudomonas_E protegens, 95.0, 82.23, 0.201; GCF_009391885.1, s__Pseudomonas_E sp009391885, 95.0, 86.87, 0.467; GCF_014268815.2, s__Pseudomonas_E urmiensis, 95.0, 85.77, 0.45; GCF_900188455.1, s__Pseudomonas_E japonica, 95.0, 84.42, 0.347; GCF_900105185.1, s__Pseudomonas_E saponiphila, 95.0, 82.03, 0.201; GCA_003523465.1, s__Pseudomonas_E sp003523465, 95.0, 86.8, 0.27; GCF_024127895.1, s__Pseudomonas_E guariconensis_B, 95.0, 87.11, 0.523; GCF_011752525.1, s__Pseudomonas_E sp011752525, 95.0, 88.39, 0.601; GCF_004357765.1, s__Pseudomonas_E putida_U, 95.0, 85.23, 0.399; GCF_021601385.1, s__Pseudomonas_E parasichuanensis, 95.0, 93.87, 0.769; GCF_028656935.1, s__Pseudomonas_E sp028656935, 95.0, 83.86, 0.323; GCF_002165135.1, s__Pseudomonas_E sp002165135, 95.0, 86.62, 0.494; GCF_003945765.1, s__Pseudomonas_E chlororaphis, 95.0, 82.25, 0.212; GCF_009380155.1, s__Pseudomonas_E piscis, 95.0, 82.46, 0.207; GCF_000425805.1, s__Pseudomonas_E vranovensis, 95.0, 83.18, 0.303; GCF_002386445.1, s__Pseudomonas_E sp002386445, 95.0, 85.9, 0.48; GCF_016009175.1, s__Pseudomonas_E alkylphenolica_B, 95.0, 83.25, 0.296; GCF_015680245.1, s__Pseudomonas_E guariconensis_C, 95.0, 85.68, 0.466; GCF_020151015.1, s__Pseudomonas_E putida_K, 95.0, 86.46, 0.467; GCF_019823065.1, s__Pseudomonas_E mosselii, 95.0, 88.9, 0.571; GCF_009799925.1, s__Pseudomonas_E sp009799925, 95.0, 80.92, 0.165; GCF_019139675.1, s__Pseudomonas_E maumuensis, 95.0, 88.86, 0.587; GCF_014269225.2, s__Pseudomonas_E anuradhapurensis, 95.0, 86.24, 0.49; GCF_023277925.1, s__Pseudomonas_E entomophila_D, 95.0, 88.91, 0.601; GCF_015680705.1, s__Pseudomonas_E fulva_C, 95.0, 82.8, 0.308; GCF_000746525.1, s__Pseudomonas_E alkylphenolica, 95.0, 83.58, 0.31; GCF_013466605.1, s__Pseudomonas_E chlororaphis_I, 95.0, 82.26, 0.212; GCF_000731675.1, s__Pseudomonas_E capeferrum, 95.0, 86.38, 0.448; GCF_018417635.1, s__Pseudomonas_E sp900101695, 95.0, 84.89, 0.38; GCF_000633395.1, s__Pseudomonas_E sp000633395, 95.0, 81.88, 0.189; GCF_000730565.1, s__Pseudomonas_E fulva, 95.0, 82.58, 0.299; GCF_015680235.1, s__Pseudomonas_E guariconensis_A, 95.0, 86.35, 0.502; GCF_030159595.1, s__Pseudomonas_E putida_AC, 95.0, 85.91, 0.451; GCF_002906855.1, s__Pseudomonas_E putida_N, 95.0, 86.87, 0.475; GCA_001534745.1, s__Pseudomonas_E monteilii_A, 95.0, 83.31, 0.284; GCF_029840925.1, s__Pseudomonas_E sp029840925, 95.0, 88.87, 0.571; GCF_000800615.1, s__Pseudomonas_E putida_F, 95.0, 84.54, 0.355; GCF_014268785.2, s__Pseudomonas_E shirazensis, 95.0, 84.03, 0.374; GCF_002025705.1, s__Pseudomonas_E putida_J, 95.0, 86.77, 0.48; GCF_021341665.1, s__Pseudomonas_E sp021341665, 95.0, 82.27, 0.206; GCF_900102675.1, s__Pseudomonas_E guariconensis, 95.0, 85.53, 0.499; GCF_015680575.1, s__Pseudomonas_E putida_Z, 95.0, 86.98, 0.48; GCF_014269025.2, s__Pseudomonas_E promysalinigenes, 95.0, 83.93, 0.372; GCA_031253995.1, s__Pseudomonas_E sp031253995, 95.0, 84.8, 0.349; GCF_010671725.1, s__Pseudomonas_E brassicae, 95.0, 84.68, 0.288; GCF_001941965.1, s__Pseudomonas_E putida_L, 95.0, 84.3, 0.35; GCF_000319305.2, s__Pseudomonas_E bharatica, 95.0, 84.06, 0.306; GCF_029193575.1, s__Pseudomonas_E entomophila_G, 95.0, 87.39, 0.504; GCF_004025535.1, s__Pseudomonas_E alkylphenolica_A, 95.0, 82.95, 0.28; GCF_900112375.1, s__Pseudomonas citronellolis, 95.0, 81.33, 0.152; GCF_017848315.1, s__Pseudomonas_E palmensis, 95.0, 84.21, 0.331; GCF_016648105.1, s__Pseudomonas_E sp016648105, 95.0, 86.58, 0.44; GCF_003363755.1, s__Pseudomonas_E protegens_A, 95.0, 81.73, 0.177; GCF_001547895.1, s__Pseudomonas_E sp001547895, 95.0, 82.26, 0.206; GCF_000282535.1, s__Pseudomonas_E sp000282535, 95.0, 87.15, 0.459; GCF_029836165.1, s__Pseudomonas_E sp029836165, 95.0, 88.88, 0.583; GCF_030272895.1, s__Pseudomonas_E sp030272895, 95.0, 85.01, 0.411; GCF_014269185.2, s__Pseudomonas_E oryzicola, 95.0, 85.89, 0.486; GCF_009883635.2, s__Pseudomonas_E putida_W, 95.0, 87.07, 0.482; GCA_943914515.1, s__Pseudomonas_E sp943914515, 95.0, 82.98, 0.221; GCF_026625125.1, s__Pseudomonas_E putida_X, 95.0, 85.4, 0.395; GCF_015354575.1, s__Pseudomonas_E sp015354575, 95.0, 90.34, 0.651; GCA_947090765.1, s__Pseudomonas_E sp947090765, 95.0, 86.31, 0.469; GCF_003850345.1, s__Pseudomonas_E piscium, 95.0, 82.13, 0.22; GCF_021283545.2, s__Pseudomonas_E alloputida, 95.0, 85.88, 0.425; GCF_028682475.1, s__Pseudomonas_E putida_AG, 95.0, 83.46, 0.321; GCF_003331055.1, s__Pseudomonas_E sp003331055, 95.0, 86.64, 0.523; GCF_015680405.1, s__Pseudomonas_E pudica, 95.0, 86.76, 0.463; GCF_001320245.1, s__Pseudomonas_E sp001320245, 95.0, 86.31, 0.456; GCF_000259195.1, s__Pseudomonas_E donghuensis, 95.0, 84.58, 0.362; GCF_028682455.1, s__Pseudomonas_E putida_AA, 95.0, 83.78, 0.307; GCF_900110655.1, s__Pseudomonas_E soli, 95.0, 88.74, 0.578; GCF_016406145.1, s__Pseudomonas_E putida_E, 95.0, 85.59, 0.406; GCF_022405695.1, s__Pseudomonas_E entomophila_E, 95.0, 88.95, 0.607; GCF_900536025.1, s__Pseudomonas_E reidholzensis, 95.0, 86.41, 0.452; GCF_000708715.2, s__Pseudomonas_E putida_R, 95.0, 86.59, 0.471; GCF_009932335.1, s__Pseudomonas_E asiatica, 95.0, 86.8, 0.471; GCF_000931465.1, s__Pseudomonas_E sp000931465, 95.0, 82.46, 0.217; GCF_000412675.1, s__Pseudomonas_E putida, 95.0, 86.46, 0.464; GCF_021602585.1, s__Pseudomonas_E faucium, 95.0, 87.65, 0.51; GCF_009932375.1, s__Pseudomonas_E juntendi, 95.0, 85.9, 0.379; GCF_014268935.2, s__Pseudomonas_E peradeniyensis, 95.0, 89.26, 0.59; GCF_002356095.1, s__Pseudomonas_E putida_H, 95.0, 85.91, 0.439; GCF_900291015.1, s__Pseudomonas_E sp900291015, 95.0, 86.78, 0.504; GCF_005080685.1, s__Pseudomonas_E putida_V, 95.0, 86.05, 0.43; GCF_001921865.1, s__Pseudomonas_E chlororaphis_D, 95.0, 82.47, 0.209; GCF_014268885.2, s__Pseudomonas_E xantholysinigenes, 95.0, 88.78, 0.587; GCF_900187455.1, s__Pseudomonas_E sp900187455, 95.0, 83.61, 0.314; GCA_029239415.1, s__Pseudomonas_E sp029239415, 95.0, 85.69, 0.322; GCF_013179515.1, s__Pseudomonas_E sp013179515, 95.0, 86.67, 0.423; GCF_017875955.1, s__Pseudomonas_E sp017875955, 95.0, 85.26, 0.393; GCF_024749165.1, s__Pseudomonas_E sp024749165, 95.0, 88.88, 0.58; GCF_014269035.2, s__Pseudomonas_E vlassakiae, 95.0, 86.29, 0.475; GCF_000425785.1, s__Pseudomonas_E taiwanensis, 95.0, 85.66, 0.44; GCF_013407925.2, s__Pseudomonas_E fluorescens_AP, 95.0, 82.15, 0.207; GCF_021602025.1, s__Pseudomonas_E ceruminis, 95.0, 85.61, 0.413; GCF_029478665.1, s__Pseudomonas_E entomophila_F, 95.0, 89.09, 0.595; GCF_000425745.1, s__Pseudomonas_E cremoricolorata, 95.0, 83.64, 0.341; GCF_019139535.1, s__Pseudomonas_E muyukensis, 95.0, 89.03, 0.609; GCF_004519305.1, s__Pseudomonas_E sp004519305, 95.0, 88.47, 0.597; GCA_023388335.1, s__Pseudomonas_E sp023388335, 95.0, 85.24, 0.374; GCF_000498395.2, s__Pseudomonas_E putida_Q, 95.0, 86.21, 0.46; GCF_013393325.1, s__Pseudomonas_E putida_P, 95.0, 86.13, 0.458; GCF_002112505.1, s__Pseudomonas_E sp002112505, 95.0, 87.26, 0.502; GCF_019139895.1, s__Pseudomonas_E fakonensis, 95.0, 88.81, 0.572; GCF_019145435.1, s__Pseudomonas_E ekonensis, 95.0, 83.1, 0.246; GCF_019168305.1, s__Pseudomonas_E aegrilactucae, 95.0, 84.28, 0.334; GCF_005796105.1, s__Pseudomonas_E mosselii_C, 95.0, 86.49, 0.506; GCF_014268805.2, s__Pseudomonas_E farsensis, 95.0, 85.88, 0.464; GCF_003205295.1, s__Pseudomonas_E mosselii_B, 95.0, 89.18, 0.606; GCA_029953615.1, s__Pseudomonas_E sp002113165, 95.0, 86.69, 0.48; GCF_004214895.1, s__Pseudomonas_E tructae, 95.0, 84.11, 0.349; GCF_018417595.1, s__Pseudomonas_E entomophila_C, 95.0, 88.87, 0.6; GCA_902498185.1, s__Pseudomonas_E fluorescens_BS, 95.0, 83.72, 0.339; GCA_000497835.1, s__Pseudomonas_E sp000497835, 95.0, 82.6, 0.194; GCF_002018875.1, s__Pseudomonas_E sp002018875, 95.0, 81.47, 0.172; GCF_002906795.1, s__Pseudomonas_E putida_Y, 95.0, 85.51, 0.401; GCF_025905425.1, s__Pseudomonas_E putida_AF, 95.0, 86.17, 0.451; GCF_003696305.1, s__Pseudomonas_E sp003696305, 95.0, 81.23, 0.157; GCF_028898945.1, s__Pseudomonas_E sp028898945, 95.0, 85.42, 0.41; GCF_000935045.1, s__Pseudomonas_E sp000935045, 95.0, 86.97, 0.463; GCF_916618955.1, s__Pseudomonas_E sp916618955, 95.0, 86.16, 0.466; GCF_002434265.1, s__Pseudomonas_E sp002434265, 95.0, 84.14, 0.341; GCF_000730665.1, s__Pseudomonas_E plecoglossicida, 95.0, 86.57, 0.502; GCF_022533585.1, s__Pseudomonas_E sp001642705, 95.0, 87.06, 0.488; GCA_943912755.1, s__Pseudomonas_E sp943912755, 95.0, 83.75, 0.275; GCF_900497695.1, s__Pseudomonas_E wadenswilerensis, 95.0, 84.87, 0.372; GCF_030466445.1, s__Pseudomonas_E sp030466445, 95.0, 83.56, 0.312; GCF_014269205.2, s__Pseudomonas_E kermanshahensis, 95.0, 86.14, 0.44; GCF_002021815.1, s__Pseudomonas_E parafulva_B, 95.0, 82.77, 0.311; GCF_016518545.1, s__Pseudomonas_E sp016518545, 95.0, 84.48, 0.341; GCF_028656955.1, s__Pseudomonas_E sp028656955, 95.0, 83.93, 0.32; GCA_014268975.2, s__Pseudomonas_E wayambapalatensis, 95.0, 86.1, 0.476; GCF_900107395.1, s__Pseudomonas_E sp900107395, 95.0, 81.92, 0.2; GCF_001636055.1, s__Pseudomonas_E putida_B, 95.0, 86.17, 0.456; GCF_013523125.1, s__Pseudomonas_E entomophila_B, 95.0, 82.92, 0.282; GCF_017744435.1, s__Pseudomonas_E sp017744435, 95.0, 87.26, 0.514; GCF_000730645.1, s__Pseudomonas_E parafulva, 95.0, 84.35, 0.375; GCF_003231275.1, s__Pseudomonas_E huaxiensis, 95.0, 83.93, 0.309; GCF_000759535.1, s__Pseudomonas_E cremoricolorata_A, 95.0, 83.41, 0.326; GCF_015680295.1, s__Pseudomonas_E guariconensis_D, 95.0, 85.68, 0.464; GCF_000026105.1, s__Pseudomonas_E entomophila, 95.0, 89.06, 0.598; GCF_029202525.1, s__Pseudomonas_E phytovorans, 95.0, 85.85, 0.435; GCF_003097235.1, s__Pseudomonas_E sp003097235, 95.0, 87.06, 0.489; GCF_016658545.1, s__Pseudomonas_E sp016658545, 95.0, 86.38, 0.467; GCF_900277125.1, s__Pseudomonas_E inefficax, 95.0, 86.73, 0.466; GCF_002741075.1, s__Pseudomonas_E putida_T, 95.0, 85.64, 0.43; GCF_024349685.1, s__Pseudomonas_E sp024349685, 95.0, 86.82, 0.484; GCF_007677725.1, s__Pseudomonas_E sp003445295, 95.0, 84.34, 0.39; GCF_000730605.1, s__Pseudomonas_E monteilii, 95.0, 86.35, 0.434; GCF_000800255.1, s__Pseudomonas_E parafulva_A, 95.0, 84.62, 0.392; GCF_013523165.1, s__Pseudomonas_E entomophila_A, 95.0, 83.31, 0.304
UHM38.35753_R.bin.32	GCF_003094615.1	95.74	0.9045000000000001	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter radicis	GCF_000281955.1, s__Caulobacter sp000281955, 95.0, 84.07, 0.26; GCF_001556515.1, s__Caulobacter sp001556515, 95.0, 83.81, 0.218; GCF_011045195.1, s__Caulobacter soli, 95.0, 83.47, 0.244; GCF_937900395.1, s__Caulobacter sp937900395, 95.0, 83.68, 0.206; GCA_017745235.1, s__Caulobacter sp017745235, 95.0, 83.45, 0.228; GCA_903900155.1, s__Caulobacter sp903900155, 95.0, 83.8, 0.252; GCF_017744445.1, s__Caulobacter sp017744445, 95.0, 83.63, 0.244; GCF_001425745.1, s__Caulobacter sp001425745, 95.0, 83.34, 0.22; GCA_018895795.1, s__Caulobacter sp018895795, 95.0, 83.17, 0.177; GCF_003931565.1, s__Caulobacter sp003931565, 95.0, 83.29, 0.215; GCF_002858865.1, s__Caulobacter vibrioides, 95.0, 82.03, 0.216; GCF_003722335.1, s__Caulobacter flavus, 95.0, 92.76, 0.785; GCF_016135805.1, s__Caulobacter hibisci, 95.0, 89.98, 0.601; GCF_000372645.1, s__Caulobacter vibrioides_E, 95.0, 82.93, 0.216; GCA_020161365.1, s__Caulobacter sp020161365, 95.0, 81.71, 0.18; GCF_026672375.1, s__Caulobacter sp026672375, 95.0, 82.22, 0.212; GCF_947036865.1, s__Caulobacter sp947036865, 95.0, 82.88, 0.227; GCA_001449105.1, s__Caulobacter vibrioides_C, 95.0, 93.11, 0.792; GCF_019931575.1, s__Caulobacter segnis_C, 95.0, 83.93, 0.261; GCF_002742625.1, s__Caulobacter sp002742625, 95.0, 83.29, 0.223; GCF_013181195.1, s__Caulobacter sp013181195, 95.0, 83.26, 0.224; GCF_003116815.1, s__Caulobacter endophyticus, 95.0, 92.01, 0.745; GCF_003243465.1, s__Caulobacter segnis_A, 95.0, 83.8, 0.208; GCF_010977555.1, s__Caulobacter rhizosphaerae, 95.0, 83.42, 0.245; GCF_001427665.1, s__Caulobacter sp001427665, 95.0, 83.95, 0.254; GCA_023445955.1, s__Caulobacter sp023445955, 95.0, 85.6, 0.203; GCF_002858925.1, s__Caulobacter zeae, 95.06, 94.43, 0.854; GCF_029543245.1, s__Caulobacter endophyticus_A, 95.0, 93.15, 0.78; GCF_001414055.1, s__Caulobacter henricii, 95.0, 81.01, 0.154; GCF_000092285.1, s__Caulobacter segnis, 95.0, 83.01, 0.223; GCF_002737755.1, s__Caulobacter sp002737755, 95.0, 82.51, 0.224; GCA_028291125.1, s__Caulobacter sp028291125, 95.0, 84.11, 0.179; GCF_003185805.1, s__Caulobacter sp003185805, 95.0, 90.51, 0.605; GCF_002737765.1, s__Caulobacter sp002737765, 95.0, 84.31, 0.202; GCA_936942565.1, s__Caulobacter sp936942565, 95.0, 84.75, 0.208; GCF_002742645.2, s__Caulobacter sp002742645, 95.0, 81.97, 0.177; GCA_014378155.1, s__Caulobacter sp014378155, 95.0, 83.66, 0.185; GCF_001426905.1, s__Caulobacter sp001426905, 95.0, 83.91, 0.248; GCF_000712075.1, s__Caulobacter sp000712075, 95.0, 84.84, 0.282; GCF_004342605.1, s__Caulobacter sp004342605, 95.0, 83.66, 0.256; GCF_023935105.1, s__Caulobacter segnis_B, 95.0, 83.77, 0.246; GCA_002280875.1, s__Caulobacter sp002280875, 95.0, 82.31, 0.182; GCA_017744495.1, s__Caulobacter sp017744495, 95.0, 83.67, 0.248; GCF_002310375.3, s__Caulobacter vibrioides_D, 95.0, 82.47, 0.214; GCF_011043625.1, s__Caulobacter sp011043625, 95.0, 93.26, 0.796; GCF_900114015.1, s__Caulobacter sp900114015, 95.0, 83.99, 0.265; GCF_002742635.1, s__Caulobacter sp002742635, 95.0, 83.19, 0.226; GCF_003060965.1, s__Caulobacter sp003060965, 95.0, 81.98, 0.17
UHM38.35753_R.bin.33	GCF_030067755.1	98.03	0.9404	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium odoratum_A	GCF_030324495.1, s__Flavobacterium sp030324495, 95.0, 86.05, 0.532; GCF_009792295.1, s__Flavobacterium sp009792295, 95.0, 85.5, 0.45; GCF_000243275.1, s__Flavobacterium odoratum, 95.0, 91.76, 0.824
UHM38.35753_R.bin.34	GCF_000368145.1	96.71	0.7582	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter guillouiae	
UHM38.35753_R.bin.35	GCF_000368045.1	95.54	0.7406999999999999	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter johnsonii	GCF_002165305.2, s__Acinetobacter sp002165305, 95.0, 92.06, 0.731; GCF_002135205.1, s__Acinetobacter sp002135205, 95.0, 89.48, 0.638
UHM38.35753_R.bin.37	GCF_000369485.1	97.01	0.8889	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter dispersus	GCF_013072695.1, s__Acinetobacter sp013072695, 95.0, 90.51, 0.734; GCF_000369405.1, s__Acinetobacter sp000369405, 95.0, 90.68, 0.75; GCF_000369805.1, s__Acinetobacter sp000369805, 95.0, 90.05, 0.75; GCF_024582815.1, s__Acinetobacter sp000369645, 95.0, 87.01, 0.58; GCF_000413855.1, s__Acinetobacter gyllenbergii, 95.0, 88.44, 0.699; GCF_000369525.1, s__Acinetobacter sp000369525, 95.0, 92.55, 0.761; GCF_023702715.1, s__Acinetobacter sp023702715, 95.0, 90.58, 0.73; GCF_023702675.1, s__Acinetobacter sp011753255, 95.0, 91.57, 0.779; GCF_000400715.1, s__Acinetobacter sp000400715, 95.0, 91.45, 0.73; GCF_014635885.1, s__Acinetobacter vivianii, 95.0, 86.76, 0.545; GCF_014635545.1, s__Acinetobacter courvalinii, 95.0, 86.48, 0.534; GCF_000367945.1, s__Acinetobacter proteolyticus, 95.0, 89.77, 0.703; GCF_000413935.1, s__Acinetobacter colistiniresistens, 95.0, 87.24, 0.591
UHM38.35753_R.bin.41	GCF_900200035.1	99.39	0.9606	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella grimontii	GCF_009707385.1, s__Klebsiella oxytoca_C, 95.0, 91.11, 0.776; GCF_002925905.1, s__Klebsiella michiganensis, 95.0, 94.44, 0.873; GCF_001598695.1, s__Klebsiella oxytoca, 95.0, 92.71, 0.85
UHM38.35753_R.bin.44	GCF_003610355.1	97.19	0.8081999999999999	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium detergens	GCF_003071065.1, s__Sphingobacterium athyrii, 95.0, 85.13, 0.435; GCA_022712315.1, s__Sphingobacterium sp022712315, 95.0, 86.6, 0.502; GCF_002933815.1, s__Sphingobacterium sp002933815, 95.0, 85.53, 0.501; GCF_003627955.1, s__Sphingobacterium puteale, 95.0, 86.27, 0.464; GCA_031253985.1, s__Sphingobacterium sp031253985, 95.0, 86.47, 0.525; GCF_002000245.1, s__Sphingobacterium sp002000245, 95.0, 87.05, 0.596; GCA_029239355.1, s__Sphingobacterium sp029239355, 95.0, 86.58, 0.414; GCF_002420705.1, s__Sphingobacterium sp002420705, 95.0, 86.46, 0.552; GCA_031286695.1, s__Sphingobacterium sp031286695, 95.0, 88.29, 0.576; GCF_900457465.1, s__Sphingobacterium multivorum, 95.0, 90.78, 0.673; GCF_029542085.1, s__Sphingobacterium sp029542085, 95.0, 91.7, 0.703; GCF_000988325.1, s__Sphingobacterium sp000988325, 95.0, 90.06, 0.707; GCF_009660355.1, s__Sphingobacterium paramultivorum, 95.0, 94.95, 0.763; GCF_019969845.1, s__Sphingobacterium sp019969845, 95.0, 93.14, 0.748; GCF_007830445.1, s__Sphingobacterium siyangense, 95.0, 94.85, 0.707
UHM38.35753_R.bin.45	GCA_900455085.1	98.37	0.8978	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia rettgeri	GCF_013255915.1, s__Providencia rettgeri_D, 95.0, 91.96, 0.811; GCF_002843235.3, s__Providencia huaxiensis, 95.0, 91.44, 0.786; GCF_023205015.1, s__Providencia rettgeri_E, 95.0, 90.42, 0.73; GCF_001874625.1, s__Providencia rettgeri_A, 95.0, 84.41, 0.418
UHM38.35753_R.bin.48	GCF_000761245.1	96.56	0.8676999999999999	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas testosteroni_C	GCF_002754475.1, s__Comamonas sp002754475, 95.0, 84.18, 0.481; GCF_001571325.1, s__Comamonas tsuruhatensis, 95.0, 80.8, 0.157; GCA_008727115.1, s__Comamonas testosteroni_E, 95.0, 84.83, 0.482; GCF_000739375.1, s__Comamonas testosteroni_B, 95.0, 92.6, 0.771; GCA_014637085.1, s__Comamonas phosphati, 95.0, 83.47, 0.281; GCF_900564145.1, s__Comamonas sp900564145, 95.0, 83.4, 0.336; GCF_001544075.1, s__Comamonas terrae, 95.0, 83.62, 0.299; GCF_000241525.1, s__Comamonas testosteroni, 95.0, 94.65, 0.827; GCF_012844455.2, s__Comamonas suwonensis, 95.0, 84.89, 0.465; GCF_008326825.1, s__Comamonas testosteroni_H, 95.0, 93.89, 0.813; GCA_019236485.1, s__Comamonas sp019236485, 95.0, 87.26, 0.417; GCA_003569915.1, s__Comamonas testosteroni_D, 95.0, 84.65, 0.4; GCF_019186805.1, s__Comamonas fluminis, 95.0, 83.93, 0.372; GCA_031277805.1, s__Comamonas sp031277805, 95.0, 85.8, 0.455; GCF_030064165.1, s__Comamonas sp030064165, 95.0, 86.4, 0.433; GCF_001598795.1, s__Comamonas acidovorans, 95.43, 80.85, 0.16; GCF_009360615.1, s__Comamonas sp009360615, 95.0, 90.94, 0.696; GCF_011752915.1, s__Comamonas sp011752915, 95.0, 92.04, 0.756; GCF_000964545.1, s__Comamonas thiooxydans, 95.0, 94.04, 0.814; GCF_030505195.1, s__Comamonas testosteroni_G, 95.0, 94.99, 0.83; GCF_014076415.1, s__Comamonas testosteroni_F, 95.0, 93.92, 0.8
UHM38.35753_R.bin.50	GCF_014836675.1	98.88	0.9287000000000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas avium	
UHM38.35753_R.bin.51	GCF_002075345.1	98.51	0.8847	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter braakii	GCF_000759755.1, s__Citrobacter werkmanii, 95.0, 90.77, 0.762; GCF_001037495.1, s__Citrobacter sp001037495, 95.0, 86.91, 0.588; GCF_000155975.1, s__Citrobacter portucalensis_A, 95.0, 90.82, 0.732; GCF_008373795.1, s__Citrobacter pasteurii, 95.0, 89.55, 0.684; GCF_004353845.1, s__Citrobacter arsenatis, 95.0, 92.72, 0.812; GCF_002042885.1, s__Citrobacter portucalensis, 95.0, 91.7, 0.773; GCF_945906775.1, s__Citrobacter sp945906775, 95.0, 86.99, 0.61; GCF_015672735.1, s__Citrobacter sp015672735, 95.0, 86.94, 0.6; GCF_029717145.1, s__Citrobacter gillenii, 95.0, 86.79, 0.589; GCA_020099315.1, s__Citrobacter europaeus, 95.0, 93.05, 0.819; GCF_004684345.1, s__Citrobacter tructae, 95.0, 87.78, 0.652; GCF_018342065.1, s__Citrobacter sp018342065, 95.0, 88.09, 0.675; GCF_005281345.1, s__Citrobacter sp005281345, 95.0, 88.45, 0.658; GCF_011064845.1, s__Citrobacter freundii, 95.0, 91.72, 0.793; GCF_024023655.1, s__Citrobacter meridianamericanus, 95.0, 91.1, 0.768; GCF_030332225.1, s__Citrobacter sp030332225, 95.0, 87.81, 0.641; GCF_003818115.1, s__Citrobacter youngae, 95.0, 89.54, 0.692
